Product,Reseller,Year,Quarter,Month,Sum of Order Quantity,Sum of Product Standard Cost,Sum of Sales Amount
LL Mountain Front Wheel,Great Bikes,2019,Qtr 2,April,2,26.9708,72.894
LL Mountain Front Wheel,Greater Bike Store,2018,Qtr 3,September,3,26.9708,109.341
LL Mountain Front Wheel,Immediate Repair Shop,2018,Qtr 3,July,3,26.9708,109.341
LL Mountain Front Wheel,Immediate Repair Shop,2019,Qtr 2,April,1,26.9708,36.447
LL Mountain Front Wheel,Initial Bike Company,2018,Qtr 3,September,4,26.9708,145.788
LL Mountain Front Wheel,Initial Bike Company,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Initial Bike Company,2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Juvenile Sports Equipment,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Juvenile Sports Equipment,2018,Qtr 4,October,3,26.9708,109.341
LL Mountain Front Wheel,Juvenile Sports Equipment,2019,Qtr 2,April,2,26.9708,72.894
LL Mountain Front Wheel,Latest Sports Equipment,2018,Qtr 3,July,5,26.9708,182.235
LL Mountain Front Wheel,Latest Sports Equipment,2018,Qtr 4,October,3,26.9708,109.341
LL Mountain Front Wheel,Latest Sports Equipment,2019,Qtr 2,April,3,26.9708,109.341
LL Mountain Front Wheel,Leather Seat Factory,2018,Qtr 3,July,5,26.9708,182.235
LL Mountain Front Wheel,Leather Seat Factory,2018,Qtr 4,October,3,26.9708,109.341
LL Mountain Front Wheel,Leather Seat Factory,2019,Qtr 1,January,2,26.9708,72.894
LL Mountain Front Wheel,Leather Seat Factory,2019,Qtr 2,April,2,26.9708,72.894
LL Mountain Front Wheel,Lubricant and Grease Suppliers,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Major Amusement Company,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Many Bikes Store,2018,Qtr 3,September,4,26.9708,145.788
LL Mountain Front Wheel,Many Bikes Store,2018,Qtr 4,December,1,26.9708,36.447
LL Mountain Front Wheel,Many Bikes Store,2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Mercantile Outlet,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Mercantile Outlet,2018,Qtr 4,November,3,26.9708,109.341
LL Mountain Front Wheel,Mercantile Outlet,2019,Qtr 1,February,2,26.9708,72.894
LL Mountain Front Wheel,Metro Manufacturing,2018,Qtr 3,August,1,26.9708,36.447
LL Mountain Front Wheel,Metropolitan Bicycle Supply,2018,Qtr 3,September,6,26.9708,218.682
LL Mountain Front Wheel,Metropolitan Bicycle Supply,2018,Qtr 4,December,1,26.9708,36.447
LL Mountain Front Wheel,Metropolitan Bicycle Supply,2019,Qtr 1,March,5,26.9708,182.235
LL Mountain Front Wheel,Metropolitan Bicycle Supply,2019,Qtr 2,June,4,26.9708,145.788
LL Mountain Front Wheel,Nearby Cycle Shop,2018,Qtr 4,December,4,26.9708,145.788
LL Mountain Front Wheel,Nearby Cycle Shop,2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Next-Door Bike Store,2018,Qtr 3,September,2,26.9708,72.894
LL Mountain Front Wheel,Next-Door Bike Store,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Noiseless Gear Company,2018,Qtr 4,November,2,26.9708,72.894
LL Mountain Front Wheel,Noiseless Gear Company,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Oils and Fluids Warehouse,2018,Qtr 3,August,1,26.9708,36.447
LL Mountain Front Wheel,Original Bicycle Supply Company,2018,Qtr 3,July,3,26.9708,109.341
LL Mountain Front Wheel,Original Bicycle Supply Company,2019,Qtr 1,January,2,26.9708,72.894
LL Mountain Front Wheel,Original Bicycle Supply Company,2019,Qtr 2,April,2,26.9708,72.894
LL Mountain Front Wheel,Paint Supply,2018,Qtr 3,September,3,26.9708,109.341
LL Mountain Front Wheel,Paint Supply,2018,Qtr 4,December,2,26.9708,72.894
LL Mountain Front Wheel,Paint Supply,2019,Qtr 1,March,1,26.9708,36.447
LL Mountain Front Wheel,Permanent Finish Products,2018,Qtr 3,August,5,26.9708,182.235
LL Mountain Front Wheel,Permanent Finish Products,2018,Qtr 4,November,2,26.9708,72.894
LL Mountain Front Wheel,Permanent Finish Products,2019,Qtr 2,May,3,26.9708,109.341
LL Mountain Front Wheel,Professional Containers and Packaging Co.,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Professional Cycle Store,2018,Qtr 3,July,1,26.9708,36.447
LL Mountain Front Wheel,Professional Cycle Store,2018,Qtr 4,October,3,26.9708,109.341
LL Mountain Front Wheel,Professional Cycle Store,2019,Qtr 2,April,1,26.9708,36.447
LL Mountain Front Wheel,Rapid Bikes,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Rapid Bikes,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Rapid Bikes,2019,Qtr 1,March,1,26.9708,36.447
LL Mountain Front Wheel,Rapid Bikes,2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Real Sporting Goods,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Real Sporting Goods,2018,Qtr 4,October,1,26.9708,36.447
LL Mountain Front Wheel,Real Sporting Goods,2019,Qtr 1,January,1,26.9708,36.447
LL Mountain Front Wheel,Real Sporting Goods,2019,Qtr 2,April,1,26.9708,36.447
LL Mountain Front Wheel,Red Bicycle Company,2018,Qtr 3,July,4,26.9708,145.788
LL Mountain Front Wheel,Red Bicycle Company,2018,Qtr 4,October,1,26.9708,36.447
LL Mountain Front Wheel,Red Bicycle Company,2019,Qtr 2,April,1,26.9708,36.447
LL Mountain Front Wheel,Registered Cycle Store,2018,Qtr 3,August,13,26.9708,448.857
LL Mountain Front Wheel,Registered Cycle Store,2018,Qtr 4,November,4,26.9708,145.788
LL Mountain Front Wheel,Registered Cycle Store,2019,Qtr 1,February,2,26.9708,72.894
LL Mountain Front Wheel,Resale Services,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Resale Services,2019,Qtr 2,May,1,26.9708,36.447
LL Mountain Front Wheel,Responsible Bike Dealers,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Retail Sporting Equipment,2018,Qtr 3,September,2,26.9708,72.894
LL Mountain Front Wheel,Retail Sporting Equipment,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Retail Sporting Equipment,2019,Qtr 1,March,1,26.9708,36.447
LL Mountain Front Wheel,Retail Sporting Equipment,2019,Qtr 2,June,3,26.9708,109.341
LL Mountain Front Wheel,Rural Cycle Emporium,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Safe Cycles Shop,2018,Qtr 4,December,4,26.9708,145.788
LL Mountain Front Wheel,Safe Cycles Shop,2019,Qtr 1,March,4,26.9708,145.788
LL Mountain Front Wheel,Safe Cycles Shop,2019,Qtr 2,June,4,26.9708,145.788
LL Mountain Front Wheel,Satin Finish Company,2018,Qtr 3,August,6,26.9708,218.682
LL Mountain Front Wheel,Satin Finish Company,2018,Qtr 4,November,3,26.9708,109.341
LL Mountain Front Wheel,Satin Finish Company,2019,Qtr 2,May,1,26.9708,36.447
LL Mountain Front Wheel,Scratch-Resistant Finishes Company,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Selected Distributors,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Sixth Bike Store,2018,Qtr 3,August,1,26.9708,36.447
LL Mountain Front Wheel,Small Bike Shop,2018,Qtr 3,September,2,26.9708,72.894
LL Mountain Front Wheel,Small Bike Shop,2018,Qtr 4,December,2,26.9708,72.894
LL Mountain Front Wheel,Small Bike Shop,2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Spa and Exercise Outfitters,2018,Qtr 3,August,1,26.9708,36.447
LL Mountain Front Wheel,Spare Parts Co.,2018,Qtr 4,October,1,26.9708,36.447
LL Mountain Front Wheel,Spare Parts Co.,2019,Qtr 2,April,2,26.9708,72.894
LL Mountain Front Wheel,Standard Bikes,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Sturdy Toys,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Sturdy Toys,2018,Qtr 4,November,2,26.9708,72.894
LL Mountain Front Wheel,Superlative Bikes,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Tachometers and Accessories,2018,Qtr 3,September,3,26.9708,109.341
LL Mountain Front Wheel,The Bike Mechanics,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,The Gear Store,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,The Gear Store,2018,Qtr 4,November,5,26.9708,182.235
LL Mountain Front Wheel,The Gear Store,2019,Qtr 2,May,1,26.9708,36.447
LL Mountain Front Wheel,This Area Sporting Goods,2018,Qtr 3,July,5,26.9708,182.235
LL Mountain Front Wheel,Top Sports Supply,2018,Qtr 3,July,6,26.9708,218.682
LL Mountain Front Wheel,Top Sports Supply,2018,Qtr 4,October,4,26.9708,145.788
LL Mountain Front Wheel,Top Sports Supply,2019,Qtr 1,January,4,26.9708,145.788
LL Mountain Front Wheel,Top Sports Supply,2019,Qtr 2,April,4,26.9708,145.788
LL Mountain Front Wheel,Traditional Department Stores,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Traditional Department Stores,2019,Qtr 2,May,3,26.9708,109.341
LL Mountain Front Wheel,Trailblazing Sports,2018,Qtr 3,September,4,26.9708,145.788
LL Mountain Front Wheel,Trailblazing Sports,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Trailblazing Sports,2019,Qtr 1,March,1,26.9708,36.447
LL Mountain Front Wheel,Trailblazing Sports,2019,Qtr 2,June,3,26.9708,109.341
LL Mountain Front Wheel,Trusted Catalog Store,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Twelfth Bike Store,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Twelfth Bike Store,2018,Qtr 4,November,3,26.9708,109.341
LL Mountain Front Wheel,Twelfth Bike Store,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Two-Wheeled Transit Company,2018,Qtr 3,August,1,26.9708,36.447
LL Mountain Front Wheel,Valley Toy Store,2018,Qtr 3,September,2,26.9708,72.894
LL Mountain Front Wheel,Valley Toy Store,2018,Qtr 4,December,2,26.9708,72.894
LL Mountain Front Wheel,Valley Toy Store,2019,Qtr 2,June,5,26.9708,182.235
LL Mountain Front Wheel,Valuable Bike Parts Company,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Valuable Bike Parts Company,2019,Qtr 2,April,3,26.9708,109.341
LL Mountain Front Wheel,Vigorous Exercise Company,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Vigorous Exercise Company,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Vigorous Exercise Company,2019,Qtr 1,March,3,26.9708,109.341
LL Mountain Front Wheel,Vigorous Exercise Company,2019,Qtr 2,June,6,26.9708,218.682
LL Mountain Front Wheel,Village Tours,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,World of Bikes,2018,Qtr 4,December,2,26.9708,72.894
LL Mountain Front Wheel,World of Bikes,2019,Qtr 2,June,2,26.9708,72.894
LL Mountain Handlebars,Better Bike Shop,2018,Qtr 3,July,1,17.978,24.2945
LL Mountain Handlebars,Better Bike Shop,2019,Qtr 3,July,3,19.7758,80.172
LL Mountain Handlebars,Bicycle Lines Distributors,2018,Qtr 3,August,2,17.978,48.589
LL Mountain Handlebars,Bicycle Lines Distributors,2018,Qtr 4,November,2,17.978,48.589
LL Mountain Handlebars,Bicycle Lines Distributors,2019,Qtr 2,May,3,17.978,72.8835
LL Mountain Handlebars,Bicycle Lines Distributors,2019,Qtr 3,August,1,19.7758,26.724
LL Mountain Handlebars,Bicycle Lines Distributors,2019,Qtr 4,November,1,19.7758,26.724
LL Mountain Handlebars,Bicycle Lines Distributors,2020,Qtr 1,February,2,19.7758,53.448
LL Mountain Handlebars,Bicycle Lines Distributors,2020,Qtr 2,May,2,19.7758,53.448
LL Mountain Handlebars,Bike Experts,2018,Qtr 3,August,4,17.978,97.178
LL Mountain Handlebars,Bike Experts,2018,Qtr 4,November,1,17.978,24.2945
LL Mountain Handlebars,Bike Experts,2019,Qtr 1,February,4,17.978,97.178
LL Mountain Handlebars,Bike Experts,2019,Qtr 2,May,3,17.978,72.8835
LL Mountain Handlebars,Bike Products and Accessories,2020,Qtr 2,May,1,19.7758,26.724
LL Mountain Handlebars,Bikes for Two,2020,Qtr 2,June,1,19.7758,26.724
LL Mountain Handlebars,Brakes and Gears,2018,Qtr 3,August,7,17.978,170.0615
LL Mountain Handlebars,Brakes and Gears,2019,Qtr 3,August,3,19.7758,80.172
LL Mountain Handlebars,Brakes and Gears,2020,Qtr 2,May,5,19.7758,133.62
LL Mountain Handlebars,Budget Toy Store,2019,Qtr 3,September,8,19.7758,213.792
LL Mountain Handlebars,Budget Toy Store,2019,Qtr 4,December,1,19.7758,26.724
LL Mountain Handlebars,Budget Toy Store,2020,Qtr 1,March,1,19.7758,26.724
LL Mountain Handlebars,Budget Toy Store,2020,Qtr 2,June,2,19.7758,53.448
LL Mountain Handlebars,Casual Bicycle Store,2018,Qtr 3,July,2,17.978,48.589
LL Mountain Handlebars,Casual Bicycle Store,2019,Qtr 3,July,4,19.7758,106.896
LL Mountain Handlebars,Casual Bicycle Store,2020,Qtr 2,April,2,19.7758,53.448
LL Mountain Handlebars,Catalog Store,2019,Qtr 1,February,2,17.978,48.589
LL Mountain Handlebars,Catalog Store,2019,Qtr 2,May,2,17.978,48.589
LL Mountain Handlebars,Catalog Store,2019,Qtr 3,August,2,19.7758,53.448
LL Mountain Handlebars,Catalog Store,2019,Qtr 4,November,3,19.7758,80.172
LL Mountain Handlebars,Catalog Store,2020,Qtr 1,February,1,19.7758,26.724
LL Mountain Handlebars,Catalog Store,2020,Qtr 2,May,4,19.7758,106.896
LL Mountain Handlebars,Chic Department Stores,2018,Qtr 3,September,2,17.978,48.589
LL Mountain Handlebars,Chic Department Stores,2018,Qtr 4,December,2,17.978,48.589
LL Mountain Handlebars,Chic Department Stores,2019,Qtr 1,March,1,17.978,24.2945
LL Mountain Handlebars,Chic Department Stores,2019,Qtr 2,June,1,17.978,24.2945
LL Mountain Handlebars,Chic Department Stores,2019,Qtr 4,December,4,19.7758,106.896
LL Mountain Handlebars,Chic Department Stores,2020,Qtr 1,March,4,19.7758,106.896
LL Mountain Handlebars,Chic Department Stores,2020,Qtr 2,June,2,19.7758,53.448
LL Mountain Handlebars,Classic Cycle Store,2018,Qtr 3,July,2,17.978,48.589
LL Mountain Handlebars,Classic Cycle Store,2020,Qtr 2,April,2,19.7758,53.448
LL Mountain Handlebars,Client Discount Store,2020,Qtr 2,May,1,19.7758,26.724
LL Mountain Handlebars,Closeout Boutique,2018,Qtr 3,August,10,17.978,242.945
LL Mountain Handlebars,Closeout Boutique,2018,Qtr 4,November,4,17.978,97.178
LL Mountain Handlebars,Closeout Boutique,2019,Qtr 1,February,5,17.978,121.4725
LL Mountain Handlebars,Closeout Boutique,2019,Qtr 2,May,3,17.978,72.8835
LL Mountain Handlebars,Closeout Boutique,2019,Qtr 3,August,8,19.7758,213.792
LL Mountain Handlebars,Closeout Boutique,2019,Qtr 4,November,2,19.7758,53.448
LL Mountain Handlebars,Closeout Boutique,2020,Qtr 1,February,5,19.7758,133.62
LL Mountain Handlebars,Closeout Boutique,2020,Qtr 2,May,5,19.7758,133.62
LL Mountain Handlebars,Closest Bicycle Store,2019,Qtr 3,September,4,19.7758,106.896
LL Mountain Handlebars,Closest Bicycle Store,2020,Qtr 2,June,1,19.7758,26.724
LL Mountain Handlebars,Coalition Bike Company,2020,Qtr 2,June,1,19.7758,26.724
LL Mountain Handlebars,Commerce Bicycle Specialists,2020,Qtr 2,May,1,19.7758,26.724
LL Mountain Handlebars,Commercial Sporting Goods,2018,Qtr 3,September,5,17.978,121.4725
LL Mountain Handlebars,Commercial Sporting Goods,2018,Qtr 4,December,1,17.978,24.2945
LL Mountain Handlebars,Commercial Sporting Goods,2019,Qtr 1,March,1,17.978,24.2945
LL Mountain Handlebars,Commercial Sporting Goods,2019,Qtr 2,June,3,17.978,72.8835
LL Mountain Handlebars,Downhill Bicycle Specialists,2018,Qtr 3,August,4,17.978,97.178
LL Mountain Handlebars,Downhill Bicycle Specialists,2018,Qtr 4,November,4,17.978,97.178
LL Mountain Handlebars,Downhill Bicycle Specialists,2019,Qtr 1,February,4,17.978,97.178
LL Mountain Handlebars,Downhill Bicycle Specialists,2019,Qtr 2,May,4,17.978,97.178
LL Mountain Handlebars,eCommerce Bikes,2018,Qtr 3,August,1,17.978,24.2945
LL Mountain Handlebars,eCommerce Bikes,2018,Qtr 4,November,2,17.978,48.589
LL Mountain Handlebars,eCommerce Bikes,2019,Qtr 1,February,1,17.978,24.2945
LL Mountain Handlebars,Executive Gift Store,2018,Qtr 3,August,4,17.978,97.178
LL Mountain Handlebars,Executive Gift Store,2018,Qtr 4,November,1,17.978,24.2945
LL Mountain Handlebars,Executive Gift Store,2019,Qtr 1,February,1,17.978,24.2945
LL Mountain Handlebars,Executive Gift Store,2019,Qtr 2,May,2,17.978,48.589
LL Mountain Handlebars,Exhibition Showroom,2019,Qtr 3,July,4,19.7758,106.896
LL Mountain Handlebars,Exhibition Showroom,2019,Qtr 4,October,1,19.7758,26.724
LL Mountain Handlebars,Exhibition Showroom,2020,Qtr 1,January,3,19.7758,80.172
LL Mountain Handlebars,Exhibition Showroom,2020,Qtr 2,April,2,19.7758,53.448
LL Mountain Handlebars,Extraordinary Bike Works,2018,Qtr 3,September,4,17.978,97.178
LL Mountain Handlebars,Extraordinary Bike Works,2018,Qtr 4,December,2,17.978,48.589
LL Mountain Handlebars,Extraordinary Bike Works,2019,Qtr 1,March,1,17.978,24.2945
LL Mountain Handlebars,Extraordinary Bike Works,2019,Qtr 2,June,3,17.978,72.8835
LL Mountain Handlebars,Extraordinary Bike Works,2019,Qtr 3,September,4,19.7758,106.896
LL Mountain Handlebars,Extraordinary Bike Works,2019,Qtr 4,December,5,19.7758,133.62
LL Mountain Handlebars,Extraordinary Bike Works,2020,Qtr 2,June,4,19.7758,106.896
LL Mountain Handlebars,"Fabrikam Inc., West",2019,Qtr 3,September,1,19.7758,26.724
LL Mountain Handlebars,Family Cycle Store,2018,Qtr 3,September,5,17.978,121.4725
LL Mountain Handlebars,Family Cycle Store,2019,Qtr 3,September,1,19.7758,26.724
LL Mountain Handlebars,Family's Favorite Bike Shop,2020,Qtr 2,May,1,19.7758,26.724
LL Mountain Handlebars,Fashionable Bikes and Accessories,2018,Qtr 3,September,4,17.978,97.178
LL Mountain Handlebars,Fashionable Bikes and Accessories,2018,Qtr 4,December,1,17.978,24.2945
LL Mountain Handlebars,Fashionable Bikes and Accessories,2019,Qtr 3,September,7,19.7758,187.068
LL Mountain Handlebars,Fashionable Bikes and Accessories,2019,Qtr 4,December,4,19.7758,106.896
LL Mountain Handlebars,Fashionable Bikes and Accessories,2020,Qtr 2,June,2,19.7758,53.448
LL Mountain Handlebars,Fashionable Department Stores,2018,Qtr 4,November,3,17.978,72.8835
LL Mountain Handlebars,Fashionable Department Stores,2019,Qtr 1,February,2,17.978,48.589
LL Mountain Handlebars,Fashionable Department Stores,2019,Qtr 2,May,2,17.978,48.589
LL Mountain Handlebars,Fashionable Department Stores,2019,Qtr 4,November,2,19.7758,53.448
LL Mountain Handlebars,Fashionable Department Stores,2020,Qtr 2,May,3,19.7758,80.172
LL Mountain Handlebars,Field Trip Store,2018,Qtr 3,August,3,17.978,72.8835
LL Mountain Handlebars,Field Trip Store,2019,Qtr 3,August,5,19.7758,133.62
LL Mountain Handlebars,Finer Parts Shop,2019,Qtr 3,September,2,19.7758,53.448
LL Mountain Handlebars,Fitness Cycling,2020,Qtr 2,April,1,19.7758,26.724
LL Mountain Handlebars,Fitness Sport Boutique,2018,Qtr 3,August,2,17.978,48.589
LL Mountain Handlebars,Front Sporting Goods,2018,Qtr 3,August,6,17.978,145.767
LL Mountain Handlebars,Front Sporting Goods,2018,Qtr 4,November,1,17.978,24.2945
LL Mountain Handlebars,Front Sporting Goods,2019,Qtr 1,February,1,17.978,24.2945
LL Mountain Handlebars,Front Sporting Goods,2019,Qtr 2,May,1,17.978,24.2945
LL Mountain Handlebars,Frugal Bike Shop,2018,Qtr 3,August,2,17.978,48.589
LL Mountain Handlebars,Functional Store South,2019,Qtr 3,August,4,19.7758,106.896
LL Mountain Handlebars,Functional Store South,2019,Qtr 4,November,2,19.7758,53.448
LL Mountain Handlebars,Functional Store South,2020,Qtr 1,February,4,19.7758,106.896
LL Mountain Handlebars,Functional Store South,2020,Qtr 2,May,4,19.7758,106.896
LL Mountain Handlebars,General Cycle Storehouse,2018,Qtr 3,September,2,17.978,48.589
LL Mountain Handlebars,General Department Stores,2020,Qtr 2,May,3,19.7758,80.172
LL Mountain Handlebars,Genial Bike Associates,2018,Qtr 3,August,6,17.978,145.767
LL Mountain Handlebars,Genial Bike Associates,2018,Qtr 4,November,1,17.978,24.2945
LL Mountain Handlebars,Genial Bike Associates,2019,Qtr 1,February,2,17.978,48.589
LL Mountain Handlebars,Genial Bike Associates,2019,Qtr 2,May,2,17.978,48.589
LL Mountain Handlebars,Genial Bike Associates,2019,Qtr 3,August,2,19.7758,53.448
LL Mountain Handlebars,Genial Bike Associates,2019,Qtr 4,November,1,19.7758,26.724
LL Mountain Handlebars,Genial Bike Associates,2020,Qtr 1,February,3,19.7758,80.172
LL Mountain Handlebars,Genial Bike Associates,2020,Qtr 2,May,3,19.7758,80.172
LL Mountain Handlebars,Go-cart and Bike Specialists,2018,Qtr 3,July,4,17.978,97.178
LL Mountain Handlebars,Golf and Cycle Store,2018,Qtr 3,September,8,17.978,194.356
LL Mountain Handlebars,Golf and Cycle Store,2018,Qtr 4,December,2,17.978,48.589
LL Mountain Handlebars,Golf and Cycle Store,2019,Qtr 1,March,5,17.978,121.4725
LL Mountain Handlebars,Golf and Cycle Store,2019,Qtr 2,June,7,17.978,170.0615
LL Mountain Handlebars,Grand Discount Store,2018,Qtr 4,October,3,17.978,72.8835
LL Mountain Handlebars,Grand Discount Store,2019,Qtr 2,April,1,17.978,24.2945
